DecayParticle1_Name DecayParticle1_isBoson DecayParticle1_mass DecayParticle1_E DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle2_Name DecayParticle2_isBoson DecayParticle2_mass DecayParticle2_E DecayParticle2_px DecayParticle2_py DecayParticle2_pz
b_quark 0 4.18 100.012 34 -90 27 b_quark 0 4.18 213.84 -134 165 -23
b_quark 0 4.18 154.442 125 -17 89 b_quark 0 4.18 116.148 -106 -46 11
W+ 1 80.4 125.324 83 48 -7 W- 1 80.4 163.163 -99 -94 39
Z 1 91.2 174.858 -53 132 -45 Z 1 91.2 247.973 82 -207 60
b_quark 0 4.18 125.102 76 89 44 b_quark 0 4.18 220.156 -69 -169 -123
b_quark 0 4.18 211.848 137 -77 142 b_quark 0 4.18 248.901 -202 67 -129
b_quark 0 4.18 152.406 19 68 -135 b_quark 0 4.18 253.818 -119 -86 207
b_quark 0 4.18 122.37 46 45 -104 b_quark 0 4.18 191.36 -48 -21 184
b_quark 0 4.18 125.803 66 107 2 b_quark 0 4.18 176.43 -23 -166 55
W+ 1 80.4 116.057 -32 50 -59 W- 1 80.4 184.719 75 -144 -36
tau+ 0 1.78 166.926 -94 -136 -23 tau- 0 1.78 179.238 95 117 97
W+ 1 80.4 194.178 80 125 96 W- 1 80.4 123.281 -25 -90 3
b_quark 0 4.18 194.017 -100 -83 144 b_quark 0 4.18 247.656 74 12 -236
W+ 1 80.4 226.005 -150 -145 -33 W- 1 80.4 337.214 247 212 -36
b_quark 0 4.18 127.025 -101 21 -74 b_quark 0 4.18 194.811 187 -54 -7
b_quark 0 4.18 159.886 43 129 -84 b_quark 0 4.18 177.625 44 -91 146
b_quark 0 4.18 78.3994 -56 47 -28 b_quark 0 4.18 86.6226 -33 -54 59
b_quark 0 4.18 138.212 -5 108 86 b_quark 0 4.18 231.075 52 -205 -93
b_quark 0 4.18 158.308 -52 62 -136 b_quark 0 4.18 106.614 68 22 79
b_quark 0 4.18 123.574 -15 102 68 b_quark 0 4.18 172.208 109 -114 -69
b_quark 0 4.18 55.4118 -5 -52 -18 b_quark 0 4.18 136.431 66 -28 116
b_quark 0 4.18 162.685 -76 132 57 b_quark 0 4.18 168.219 148 -74 30
b_quark 0 4.18 175.489 -97 -137 -51 b_quark 0 4.18 201.21 12 200 -18
b_quark 0 4.18 155.918 -55 98 108 b_quark 0 4.18 133.744 99 -65 -62
W+ 1 80.4 217.323 -150 56 -123 W- 1 80.4 273.185 178 -89 169
W+ 1 80.4 199.214 77 133 98 W- 1 80.4 228.837 -37 -73 -198
b_quark 0 4.18 80.489 -60 19 -50 b_quark 0 4.18 103.065 80 61 -22
tau+ 0 1.78 103.567 15 43 -93 tau- 0 1.78 125.758 -94 24 80
b_quark 0 4.18 117.658 44 -63 89 b_quark 0 4.18 129.242 -110 65 -19
W+ 1 80.4 143.796 -66 89 44 W- 1 80.4 217.307 146 11 -139
W+ 1 80.4 157.715 40 111 -67 W- 1 80.4 214.938 -81 -182 -7
W+ 1 80.4 211.838 -107 121 111 W- 1 80.4 253.847 55 -207 -110
b_quark 0 4.18 189.229 -134 -85 103 b_quark 0 4.18 260.965 184 170 -73
b_quark 0 4.18 172.738 -21 -96 142 b_quark 0 4.18 156.577 93 91 -87
W+ 1 80.4 94.2081 19 23 -39 W- 1 80.4 144.368 -9 -104 -59
W+ 1 80.4 98.1028 -42 36 10 W- 1 80.4 113.86 -10 64 48
b_quark 0 4.18 182.336 66 107 -132 b_quark 0 4.18 194.822 -47 -140 127
W+ 1 80.4 164.624 16 -59 -130 W- 1 80.4 133.687 72 -40 68
b_quark 0 4.18 140.899 -81 7 -115 b_quark 0 4.18 143.692 1 -98 105
b_quark 0 4.18 168.426 -135 45 -90 b_quark 0 4.18 239.513 90 -145 168
W+ 1 80.4 173.839 126 22 86 W- 1 80.4 174.526 -135 -21 -73
b_quark 0 4.18 130.983 -17 -79 -103 b_quark 0 4.18 187.386 74 6 172
b_quark 0 4.18 73.8002 23 42 56 b_quark 0 4.18 162.673 -20 -139 -82
tau+ 0 1.78 163.365 75 -72 126 tau- 0 1.78 99.2178 -47 -24 -84
b_quark 0 4.18 129.254 -58 61 -98 b_quark 0 4.18 164.276 56 27 152
b_quark 0 4.18 43.0752 11 6 -41 b_quark 0 4.18 69.271 -4 43 -54
b_quark 0 4.18 144.369 0 91 -112 b_quark 0 4.18 203.773 81 -84 167
b_quark 0 4.18 83.6808 -80 12 -21 b_quark 0 4.18 192.817 130 -106 95
b_quark 0 4.18 92.6578 -10 -68 62 b_quark 0 4.18 99.5965 97 -22 3
b_quark 0 4.18 138.638 37 47 -125 b_quark 0 4.18 71.6273 -28 27 60
Z 1 91.2 169.972 -88 -110 27 Z 1 91.2 287.985 184 189 71
b_quark 0 4.18 94.4165 -8 33 -88 b_quark 0 4.18 130.853 -18 -125 34
b_quark 0 4.18 131.843 30 -97 84 b_quark 0 4.18 98.2826 -13 97 -8
b_quark 0 4.18 49.8445 -45 -1 -21 b_quark 0 4.18 44.983 38 -11 -21
b_quark 0 4.18 202.747 27 138 146 b_quark 0 4.18 135.32 22 -71 -113
W+ 1 80.4 178.788 -106 -51 108 W- 1 80.4 114.692 19 20 -77
b_quark 0 4.18 216.491 -149 95 125 b_quark 0 4.18 260.289 128 -135 -182
b_quark 0 4.18 150.959 -141 -51 -17 b_quark 0 4.18 235.674 159 150 88
b_quark 0 4.18 181.68 -149 -95 42 b_quark 0 4.18 106.431 106 7 5
b_quark 0 4.18 182.835 95 -85 -131 b_quark 0 4.18 121.969 -103 35 55
b_quark 0 4.18 127.779 101 -78 -5 b_quark 0 4.18 143.358 -125 70 3
b_quark 0 4.18 222.152 129 -118 -137 b_quark 0 4.18 246.509 -211 118 48
b_quark 0 4.18 208.908 -79 150 -122 b_quark 0 4.18 220.178 114 -104 157
W+ 1 80.4 181.401 115 49 -104 W- 1 80.4 112.615 -44 -51 41
W+ 1 80.4 121.005 -68 -55 -23 W- 1 80.4 94.383 14 22 42
b_quark 0 4.18 74.3402 64 33 -18 b_quark 0 4.18 61.2738 2 -57 -22
b_quark 0 4.18 135.541 47 -73 -104 b_quark 0 4.18 202.952 -32 92 178
W+ 1 80.4 201.706 100 139 -70 W- 1 80.4 262.911 -200 -47 143
b_quark 0 4.18 189.479 128 -130 -51 b_quark 0 4.18 185.665 -142 113 39
b_quark 0 4.18 175.922 -67 141 81 b_quark 0 4.18 206.897 46 -188 -73
b_quark 0 4.18 159.127 146 -12 -62 b_quark 0 4.18 110.741 -53 91 -34
W+ 1 80.4 163.377 -100 -42 92 W- 1 80.4 201.698 176 49 -29
b_quark 0 4.18 82.3315 -66 -38 31 b_quark 0 4.18 164.02 82 135 -44
b_quark 0 4.18 135.748 99 -80 47 b_quark 0 4.18 164.653 -94 64 -119
b_quark 0 4.18 180.941 95 129 84 b_quark 0 4.18 114.063 -52 -100 -17
b_quark 0 4.18 121.567 60 -69 80 b_quark 0 4.18 164.592 -24 161 -24
b_quark 0 4.18 106.782 -64 8 85 b_quark 0 4.18 108.547 62 80 -39
b_quark 0 4.18 153.256 -3 31 150 b_quark 0 4.18 246.438 -57 36 -237
b_quark 0 4.18 198.43 -141 126 60 b_quark 0 4.18 211.281 73 -197 -22
tau+ 0 1.78 119.362 16 -8 118 tau- 0 1.78 219.548 10 -83 -203
W+ 1 80.4 180.768 106 84 -89 W- 1 80.4 155.965 -64 -111 38
W+ 1 80.4 195.31 101 -40 -141 W- 1 80.4 262.121 -165 -7 187
b_quark 0 4.18 166.956 -126 -109 -10 b_quark 0 4.18 249.027 156 181 -70
b_quark 0 4.18 123.286 55 86 69 b_quark 0 4.18 174.947 -67 -150 -60
b_quark 0 4.18 126.327 48 -106 49 b_quark 0 4.18 144.729 36 132 47
b_quark 0 4.18 149.035 -39 -57 -132 b_quark 0 4.18 227.599 6 122 192
b_quark 0 4.18 157.135 -112 -93 -59 b_quark 0 4.18 213.615 77 174 97
b_quark 0 4.18 170.234 -129 -105 -36 b_quark 0 4.18 168.845 157 61 -11
b_quark 0 4.18 128.103 -52 45 108 b_quark 0 4.18 151.567 133 -15 -71
W+ 1 80.4 132.733 17 -103 16 W- 1 80.4 153.617 -51 42 -113
b_quark 0 4.18 221.214 146 139 91 b_quark 0 4.18 184.251 -163 -51 -69
tau+ 0 1.78 156.669 -59 145 -6 tau- 0 1.78 257.513 141 -202 -75
b_quark 0 4.18 129.551 -94 87 19 b_quark 0 4.18 175.745 114 -112 73
b_quark 0 4.18 222.795 146 148 -80 b_quark 0 4.18 224.258 -208 -83 -11
b_quark 0 4.18 93.8268 -21 -61 -68 b_quark 0 4.18 198.953 117 100 126
b_quark 0 4.18 110.343 65 -43 -78 b_quark 0 4.18 94.6492 -60 70 21
W+ 1 80.4 212.777 -140 -83 -111 W- 1 80.4 189.024 108 129 31
b_quark 0 4.18 105.178 64 -82 -15 b_quark 0 4.18 111.182 -62 20 90
b_quark 0 4.18 156.989 -42 120 -92 b_quark 0 4.18 178.66 65 -74 149
W+ 1 80.4 137.136 14 -89 -65 W- 1 80.4 124.488 -31 86 -26
b_quark 0 4.18 131.451 -57 -117 18 b_quark 0 4.18 116.235 106 41 -24
W+ 1 80.4 182.793 -104 -82 -97 W- 1 80.4 249.636 171 87 138
b_quark 0 4.18 154.62 -120 -83 51 b_quark 0 4.18 158.58 116 93 -55
W+ 1 80.4 187.548 -43 -125 -106 W- 1 80.4 173.635 -46 112 95
b_quark 0 4.18 145.926 108 98 3 b_quark 0 4.18 145.033 -144 -16 5
tau+ 0 1.78 135.901 39 -48 -121 tau- 0 1.78 219.919 54 79 198
b_quark 0 4.18 126.061 -40 -57 105 b_quark 0 4.18 167.772 123 85 -76
b_quark 0 4.18 143.988 107 79 -55 b_quark 0 4.18 208.121 -63 -132 148
W+ 1 80.4 145.304 4 83 88 W- 1 80.4 207.473 25 -84 -170
b_quark 0 4.18 54.2446 35 -40 10 b_quark 0 4.18 105.278 -91 47 -24
b_quark 0 4.18 191.699 139 57 -119 b_quark 0 4.18 192.019 -177 -62 41
W+ 1 80.4 162.632 -100 39 -92 W- 1 80.4 257.746 152 -116 153
b_quark 0 4.18 181.944 -42 -131 119 b_quark 0 4.18 173.812 6 131 -114
W+ 1 80.4 185.154 104 -129 -19 W- 1 80.4 152.231 -26 115 -53
b_quark 0 4.18 155.806 47 -40 143 b_quark 0 4.18 123.25 -40 98 -63
b_quark 0 4.18 190.188 147 33 116 b_quark 0 4.18 113.681 -68 -19 -89
b_quark 0 4.18 167.864 116 103 -64 b_quark 0 4.18 170.545 -90 -78 122
b_quark 0 4.18 189.664 -149 -115 23 b_quark 0 4.18 166.287 135 97 0
b_quark 0 4.18 158.904 70 142 -13 b_quark 0 4.18 209.806 24 -207 24
b_quark 0 4.18 145.157 108 50 -83 b_quark 0 4.18 222.853 -162 -131 79
b_quark 0 4.18 138.284 -120 49 -48 b_quark 0 4.18 102.306 20 -95 -32
b_quark 0 4.18 149.22 98 -81 -78 b_quark 0 4.18 117.807 -72 46 81
b_quark 0 4.18 72.5842 -61 3 -39 b_quark 0 4.18 75.0698 53 -28 -45
b_quark 0 4.18 181.098 -125 123 45 b_quark 0 4.18 188.232 86 -87 -143
b_quark 0 4.18 50.5517 48 -15 3 b_quark 0 4.18 85.6766 -17 -53 -65
W+ 1 80.4 112.233 -20 74 -16 W- 1 80.4 203.281 47 -167 -69
b_quark 0 4.18 194.357 146 75 -104 b_quark 0 4.18 183.272 -75 -111 125
b_quark 0 4.18 154.4 -121 91 -30 b_quark 0 4.18 133.103 53 -93 79
b_quark 0 4.18 182.391 -32 137 -116 b_quark 0 4.18 211.536 -47 -136 155
b_quark 0 4.18 94.739 -70 43 -47 b_quark 0 4.18 54.0321 -7 42 -33
b_quark 0 4.18 147.931 -11 36 -143 b_quark 0 4.18 219.022 60 -33 208
b_quark 0 4.18 37.1413 13 -32 -13 b_quark 0 4.18 128.854 -77 64 -81
b_quark 0 4.18 131.112 -54 96 71 b_quark 0 4.18 148.78 62 -135 -7
W+ 1 80.4 173.052 -21 29 -149 W- 1 80.4 149.647 -64 53 95
b_quark 0 4.18 188.94 -119 -132 -64 b_quark 0 4.18 105.676 75 71 22
b_quark 0 4.18 137.286 55 53 114 b_quark 0 4.18 253.116 -125 -80 -205
b_quark 0 4.18 165.706 26 109 -122 b_quark 0 4.18 254.981 -97 -175 158
b_quark 0 4.18 141.104 41 -16 134 b_quark 0 4.18 150.012 -110 -69 -75
b_quark 0 4.18 157.612 78 28 134 b_quark 0 4.18 180.162 -56 8 -171
b_quark 0 4.18 215.915 -95 -124 149 b_quark 0 4.18 245.054 47 156 -183
W+ 1 80.4 169.815 64 126 49 W- 1 80.4 180.934 -100 -127 12
Z 1 91.2 228.141 75 -141 135 Z 1 91.2 280.242 -129 171 -156
b_quark 0 4.18 116.372 -12 -66 -95 b_quark 0 4.18 85.2201 -76 -10 37
W+ 1 80.4 214.239 115 72 -145 W- 1 80.4 250.659 -195 -110 79
W+ 1 80.4 137.143 -28 78 -74 W- 1 80.4 164.879 -4 -73 124
b_quark 0 4.18 140.636 23 -76 -116 b_quark 0 4.18 210.61 -23 51 203
b_quark 0 4.18 148.386 -115 -90 26 b_quark 0 4.18 211.449 161 114 -76
b_quark 0 4.18 153.497 -28 38 -146 b_quark 0 4.18 109.779 3 -96 53
b_quark 0 4.18 113.378 -26 -95 56 b_quark 0 4.18 121.484 -6 113 44
W+ 1 80.4 167.44 104 80 -66 W- 1 80.4 152.148 -90 -11 92
W+ 1 80.4 174.886 71 -78 -114 W- 1 80.4 234.09 -39 38 213
b_quark 0 4.18 119.756 58 -72 76 b_quark 0 4.18 182.108 31 107 -144
W+ 1 80.4 208.06 -52 -136 125 W- 1 80.4 182.014 126 95 -42
b_quark 0 4.18 155.465 114 -34 100 b_quark 0 4.18 140.757 -75 63 -101
W+ 1 80.4 170.124 -65 93 98 W- 1 80.4 155.831 -21 -77 -107
W+ 1 80.4 88.3468 35 10 -4 W- 1 80.4 88.8491 -6 13 -35
b_quark 0 4.18 147.606 -115 -79 -48 b_quark 0 4.18 166.335 131 60 83
W+ 1 80.4 208.034 114 -147 -47 W- 1 80.4 145.403 -85 78 -37
b_quark 0 4.18 152.514 -65 -107 -87 b_quark 0 4.18 268.798 141 177 145
b_quark 0 4.18 179.971 -64 -76 150 b_quark 0 4.18 241.792 41 11 -238
b_quark 0 4.18 163.041 113 -86 -80 b_quark 0 4.18 218.386 -163 9 145
b_quark 0 4.18 166.786 -150 -70 20 b_quark 0 4.18 121.55 116 -26 25
W+ 1 80.4 142.78 -89 -60 -49 W- 1 80.4 186.127 105 123 45
b_quark 0 4.18 154.151 -136 65 -32 b_quark 0 4.18 184.441 76 -135 100
b_quark 0 4.18 134.27 23 -129 -29 b_quark 0 4.18 151.771 47 102 102
b_quark 0 4.18 74.9098 9 -67 -32 b_quark 0 4.18 112.408 -55 52 83
b_quark 0 4.18 124.268 85 -78 46 b_quark 0 4.18 121.34 -1 -8 -121
b_quark 0 4.18 148.467 33 -110 94 b_quark 0 4.18 242.236 44 150 -185
b_quark 0 4.18 98.5671 -15 97 -8 b_quark 0 4.18 148.528 25 -113 93
tau+ 0 1.78 144.79 -86 -58 101 tau- 0 1.78 201.371 117 157 -47
b_quark 0 4.18 216.052 116 -119 138 b_quark 0 4.18 287.749 -159 174 -165
b_quark 0 4.18 91.3152 90 -5 14 b_quark 0 4.18 111.317 -95 -55 -18
tau+ 0 1.78 156.564 -58 -132 -61 tau- 0 1.78 288.217 148 221 111
b_quark 0 4.18 47.1431 -5 34 32 b_quark 0 4.18 106.431 91 -55 -2
b_quark 0 4.18 85.5247 6 -69 -50 b_quark 0 4.18 88.1049 82 -30 11
b_quark 0 4.18 168.32 148 71 -37 b_quark 0 4.18 150.527 -146 -34 13
b_quark 0 4.18 159.582 -50 -143 50 b_quark 0 4.18 238.091 110 211 7
b_quark 0 4.18 143.469 111 -82 39 b_quark 0 4.18 221.094 -128 180 -9
b_quark 0 4.18 155.15 103 113 26 b_quark 0 4.18 107.77 -72 -77 -22
b_quark 0 4.18 141.207 -72 -73 -97 b_quark 0 4.18 244.537 152 -14 191
b_quark 0 4.18 160.261 -76 111 -87 b_quark 0 4.18 152.077 95 -33 114
b_quark 0 4.18 169.102 -83 115 92 b_quark 0 4.18 201.461 115 -88 -140
b_quark 0 4.18 128.107 103 -69 32 b_quark 0 4.18 75.8187 -69 3 -31
b_quark 0 4.18 136.728 -9 10 136 b_quark 0 4.18 232.857 -24 -27 -230
Z 1 91.2 162.196 46 93 85 Z 1 91.2 236.83 -35 -165 -139
b_quark 0 4.18 145.916 -93 -108 -31 b_quark 0 4.18 191.566 90 166 32
tau+ 0 1.78 160.789 91 -100 87 tau- 0 1.78 218.971 -65 194 -78
b_quark 0 4.18 189.593 -94 146 -76 b_quark 0 4.18 275.789 177 -172 123
tau+ 0 1.78 102.923 1 -85 -58 tau- 0 1.78 195.431 73 181 10
b_quark 0 4.18 103.997 -69 66 -41 b_quark 0 4.18 243.663 147 -152 121
b_quark 0 4.18 133.849 127 -40 13 b_quark 0 4.18 122.521 -59 -8 -107
b_quark 0 4.18 108.455 40 -92 41 b_quark 0 4.18 158.967 48 95 -118
tau+ 0 1.78 173.159 120 -110 59 tau- 0 1.78 243.483 -192 129 -76
b_quark 0 4.18 143.162 -1 -34 -139 b_quark 0 4.18 161.467 -95 -30 127
b_quark 0 4.18 77.3012 -17 65 38 b_quark 0 4.18 160.678 -2 -160 -14
W+ 1 80.4 154.949 -38 126 -15 W- 1 80.4 203.298 7 -184 -31
b_quark 0 4.18 137.297 61 46 -114 b_quark 0 4.18 61.0285 -39 31 35
b_quark 0 4.18 190.944 -81 100 141 b_quark 0 4.18 250.075 154 -148 -130
b_quark 0 4.18 183.094 116 -105 95 b_quark 0 4.18 280.283 -203 114 -156
b_quark 0 4.18 154.125 -74 6 135 b_quark 0 4.18 143.183 62 -64 -112
b_quark 0 4.18 147.88 -119 -11 -87 b_quark 0 4.18 218.722 121 75 166
Z 1 91.2 140.799 -15 -79 71 Z 1 91.2 113.342 58 3 -34
b_quark 0 4.18 156.954 -20 -131 84 b_quark 0 4.18 141.801 -19 73 -120
b_quark 0 4.18 187.087 138 -8 -126 b_quark 0 4.18 300.472 -229 -24 193
b_quark 0 4.18 134.713 20 51 -123 b_quark 0 4.18 175.666 -51 4 168
b_quark 0 4.18 155.51 -71 -57 -126 b_quark 0 4.18 198.117 48 52 185
b_quark 0 4.18 179.147 14 -134 -118 b_quark 0 4.18 178.568 -26 68 163
W+ 1 80.4 173.745 99 -61 -101 W- 1 80.4 244.927 -170 135 80
b_quark 0 4.18 208.419 -144 149 -22 b_quark 0 4.18 258.454 144 -213 -26
b_quark 0 4.18 186.651 132 126 39 b_quark 0 4.18 196.261 -138 -136 -31
b_quark 0 4.18 119.564 -93 -27 -70 b_quark 0 4.18 154.076 148 -33 -27
b_quark 0 4.18 119.894 116 15 -26 b_quark 0 4.18 123.638 -97 26 -72
b_quark 0 4.18 101.407 -76 -1 -67 b_quark 0 4.18 48.0778 -14 37 -27
W+ 1 80.4 139.173 -42 -46 95 W- 1 80.4 122.691 -32 -26 -83
b_quark 0 4.18 175.617 98 -102 -104 b_quark 0 4.18 207.341 -149 144 6
b_quark 0 4.18 119.43 -39 -25 110 b_quark 0 4.18 140.583 49 121 -52
tau+ 0 1.78 182.217 100 140 -60 tau- 0 1.78 186.215 -134 -114 61
b_quark 0 4.18 144.636 97 102 33 b_quark 0 4.18 142.304 -126 -66 1
b_quark 0 4.18 88.156 4 -57 -67 b_quark 0 4.18 127.273 -102 76 -1
b_quark 0 4.18 193.327 -111 -146 61 b_quark 0 4.18 202.001 155 51 -119
tau+ 0 1.78 172.833 106 -26 -134 tau- 0 1.78 92.115 -57 7 72
tau+ 0 1.78 26.4796 11 -24 -1 tau- 0 1.78 167.12 -99 115 70
W+ 1 80.4 149.108 118 -39 -18 W- 1 80.4 155.413 -105 70 -42
b_quark 0 4.18 123.541 -3 -80 94 b_quark 0 4.18 165.477 0 97 -134
W+ 1 80.4 91.423 -27 34 3 W- 1 80.4 168.965 88 -90 -79
b_quark 0 4.18 161.59 -47 82 -131 b_quark 0 4.18 214.239 -6 -7 214
W+ 1 80.4 197.026 -45 -129 -117 W- 1 80.4 163.515 45 122 58
Z 1 91.2 209.472 72 -109 136 Z 1 91.2 199.252 -162 36 -62
tau+ 0 1.78 155.374 -147 -48 -15 tau- 0 1.78 157.684 134 -4 83
W+ 1 80.4 158.307 130 4 41 W- 1 80.4 217.118 -176 -96 -22
W+ 1 80.4 202.845 -76 95 141 W- 1 80.4 224.121 131 -134 -93
b_quark 0 4.18 132.35 -83 1 -103 b_quark 0 4.18 104.802 7 66 81
b_quark 0 4.18 153.175 40 106 103 b_quark 0 4.18 117.697 -21 -115 -13
b_quark 0 4.18 185.982 -22 118 142 b_quark 0 4.18 147.636 -77 -63 -109
b_quark 0 4.18 153.543 -133 -62 -45 b_quark 0 4.18 126.679 87 19 90
W+ 1 80.4 140.279 57 19 98 W- 1 80.4 182.042 -155 45 -25
W+ 1 80.4 122.14 -67 62 11 W- 1 80.4 199.169 52 -152 -86
b_quark 0 4.18 110.084 73 -36 74 b_quark 0 4.18 57.1531 -4 47 -32
Z 1 91.2 206.328 -115 -145 2 Z 1 91.2 251.311 142 170 76
W+ 1 80.4 163.53 -30 -57 -127 W- 1 80.4 101.396 27 48 28
b_quark 0 4.18 171.972 -114 100 81 b_quark 0 4.18 261.743 190 -174 -46
W+ 1 80.4 238.525 -149 -110 127 W- 1 80.4 226.014 93 25 -188
b_quark 0 4.18 151.061 -144 -29 35 b_quark 0 4.18 224.389 224 11 6
W+ 1 80.4 190.961 92 143 -33 W- 1 80.4 212.102 -187 -55 23
b_quark 0 4.18 202.927 -28 137 147 b_quark 0 4.18 213.137 17 -135 -164
b_quark 0 4.18 183.563 -82 77 145 b_quark 0 4.18 206.273 -17 -101 -179
b_quark 0 4.18 123.46 -19 92 -80 b_quark 0 4.18 102.939 9 -33 97
b_quark 0 4.18 76.7494 -20 -73 -12 b_quark 0 4.18 98.3233 85 48 11
W+ 1 80.4 217.601 -147 131 -46 W- 1 80.4 264.944 141 -209 -13
b_quark 0 4.18 147.944 41 133 -50 b_quark 0 4.18 134.623 -21 -84 103
tau+ 0 1.78 149.105 -18 127 -76 tau- 0 1.78 167.371 27 -160 41
b_quark 0 4.18 173.662 86 148 29 b_quark 0 4.18 194.596 -173 -80 39
b_quark 0 4.18 145.871 13 134 -56 b_quark 0 4.18 187.613 21 -186 12
W+ 1 80.4 165.267 22 141 -22 W- 1 80.4 225.834 -109 -180 16
b_quark 0 4.18 193.687 134 121 -70 b_quark 0 4.18 261.317 -144 -218 3
b_quark 0 4.18 177.796 93 -124 -87 b_quark 0 4.18 190.742 -75 172 34
b_quark 0 4.18 172.182 -125 -60 -102 b_quark 0 4.18 196.668 160 -31 110
W+ 1 80.4 197.816 -67 -97 137 W- 1 80.4 303.007 150 193 -160
b_quark 0 4.18 111.011 61 67 64 b_quark 0 4.18 214.41 -127 -89 -148
b_quark 0 4.18 184.671 91 109 -118 b_quark 0 4.18 182.566 -12 -137 120
b_quark 0 4.18 204.244 44 -141 -141 b_quark 0 4.18 237.18 50 219 76
tau+ 0 1.78 143.803 134 -44 -28 tau- 0 1.78 209.865 -166 40 122
b_quark 0 4.18 193.087 -141 122 -50 b_quark 0 4.18 159.983 150 -26 49
b_quark 0 4.18 158.248 50 -86 123 b_quark 0 4.18 124.413 -36 2 -119
b_quark 0 4.18 174.827 -63 123 107 b_quark 0 4.18 174.549 32 -85 -149
b_quark 0 4.18 137.031 66 -2 -120 b_quark 0 4.18 149.277 -124 43 71
W+ 1 80.4 176.057 -24 66 -140 W- 1 80.4 169.012 -71 -56 118
b_quark 0 4.18 192.851 27 -146 123 b_quark 0 4.18 254.267 -120 203 -95
b_quark 0 4.18 172.839 -100 16 140 b_quark 0 4.18 264.693 194 -3 -180
tau+ 0 1.78 139.761 79 -83 -80 tau- 0 1.78 98.0162 18 8 96
b_quark 0 4.18 147.694 6 144 -32 b_quark 0 4.18 199.097 21 -195 34
tau+ 0 1.78 148.017 9 -33 144 tau- 0 1.78 119.022 41 79 -79
b_quark 0 4.18 98.6938 -41 -89 -11 b_quark 0 4.18 86.2987 54 17 -65
b_quark 0 4.18 186.918 -120 45 -136 b_quark 0 4.18 235.634 133 -76 179
Z 1 91.2 139.084 33 -97 -23 Z 1 91.2 162.038 -95 45 83
tau+ 0 1.78 130.431 10 -130 3 tau- 0 1.78 230.524 40 227 3
b_quark 0 4.18 189.901 120 -147 6 b_quark 0 4.18 73.4947 -32 54 38
b_quark 0 4.18 129.528 92 -14 90 b_quark 0 4.18 121.303 -38 22 -113
b_quark 0 4.18 162.919 -131 30 92 b_quark 0 4.18 67.0035 34 -54 -20
b_quark 0 4.18 57.2929 33 40 -24 b_quark 0 4.18 109.098 -98 16 45
b_quark 0 4.18 168.426 85 110 95 b_quark 0 4.18 176.69 -175 -24 -1
b_quark 0 4.18 139.185 113 31 75 b_quark 0 4.18 183.302 -157 -82 -47
b_quark 0 4.18 148.723 104 26 -103 b_quark 0 4.18 248.834 -202 51 136
b_quark 0 4.18 33.5779 17 25 -14 b_quark 0 4.18 115.536 -89 73 -9
b_quark 0 4.18 156.919 -86 -109 73 b_quark 0 4.18 289.488 109 209 -168
W+ 1 80.4 103.625 -43 -48 11 W- 1 80.4 159.925 134 30 16
b_quark 0 4.18 171.521 65 124 99 b_quark 0 4.18 246.825 20 -219 -112
Z 1 91.2 134.872 -13 -10 -98 Z 1 91.2 224.302 73 53 184
b_quark 0 4.18 236.843 138 -148 -123 b_quark 0 4.18 270.271 -152 49 218
tau+ 0 1.78 153.789 -72 100 92 tau- 0 1.78 229.924 158 -157 -57
W+ 1 80.4 194.685 -117 105 82 W- 1 80.4 159.519 42 -33 -127
W+ 1 80.4 210.478 -144 -35 126 W- 1 80.4 240.246 129 82 -167
b_quark 0 4.18 126.596 113 -54 18 b_quark 0 4.18 177.92 -95 137 62
b_quark 0 4.18 134.069 56 50 -111 b_quark 0 4.18 154.008 -33 -36 146
b_quark 0 4.18 57.7449 17 18 -52 b_quark 0 4.18 122.035 81 -85 33
tau+ 0 1.78 96.4218 83 -2 49 tau- 0 1.78 180.948 -145 85 -67
b_quark 0 4.18 192.713 114 130 -85 b_quark 0 4.18 255.365 -171 -112 153
tau+ 0 1.78 161.806 119 -76 -79 tau- 0 1.78 217.507 -23 141 164
W+ 1 80.4 144.514 -80 -44 -78 W- 1 80.4 190.615 49 -30 163
b_quark 0 4.18 169.347 57 -64 146 b_quark 0 4.18 245.136 -79 3 -232
b_quark 0 4.18 140.305 -34 -124 -56 b_quark 0 4.18 165.31 7 165 6
b_quark 0 4.18 183.732 118 54 130 b_quark 0 4.18 215.737 -30 -128 -171
b_quark 0 4.18 150.942 -1 -142 51 b_quark 0 4.18 107.835 51 93 19
b_quark 0 4.18 136.585 -62 -45 -113 b_quark 0 4.18 141.663 -17 131 51
W+ 1 80.4 143.587 -60 -68 -77 W- 1 80.4 144.794 46 84 73
b_quark 0 4.18 163.767 16 85 -139 b_quark 0 4.18 136.024 -87 -10 104
b_quark 0 4.18 118.737 -50 66 -85 b_quark 0 4.18 192.726 129 -66 127
tau+ 0 1.78 141.775 27 18 138 tau- 0 1.78 178.903 -41 -71 -159
b_quark 0 4.18 150.647 -122 7 -88 b_quark 0 4.18 104.084 40 0 96
tau+ 0 1.78 201.319 -125 -126 95 tau- 0 1.78 209.452 89 189 -15
b_quark 0 4.18 163.531 -15 72 146 b_quark 0 4.18 282.741 100 -162 -209
b_quark 0 4.18 130.186 -89 33 -89 b_quark 0 4.18 218.613 147 58 151
